Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID,Column 24,Column 25,Column 26,Column 27,Column 28
007-000000192,18,7,Department of Defense,Product Tailoring Warfighter Applications,2579,P0192-101,Joint Environmental Toolkit (JET),"Joint Environmental Toolkit (JET) is the name of the system that will support the Product Tailoring Warfighter Applications (PTWA) program.  JET is an environmental data collection and processing project that facilitates the construction of mission-tailored products for military operations worldwide and provides continuous aerospace and ground weather support to DoD operational customers. Data and products are provided to warfighters and warfighter support activities at all levels (strategic, operational, and tactical) of DoD operations with environmental data critical to combat operations involving both Air Force and Army assets.  JET will provide the capability for users to create, access, modify, and transmit mission-critical environmental data among users and between users and operational customers. JET supports the AF core capabilities of Counterair, Counterspace, Counterland, Countersea, Strategic Attack, Counter Information, Command and Control, Airlift, Air Refueling, Spacelift, Special Operations Employment, Intelligence, Surveillance, Reconnaissance, Combat Search and Rescue, Navigation and Positioning with worldwide environmental data collection and formatting for warfighters and warfighter support activities.  It will also support the Army core capabilities of Aviation, Air Defense, Ammunition, Post Support, Close Combat (Heavy and Light), Deep Strike Operations, Rear Strike Operations, Combat Support; Combat Service Support; Analysis Control Element, Intelligence Preparation of the Battlefield, Mission Planning and Rehearsal, Air Assault, Airborne Operations, Maneuver, Targeting, Terrain Analysis, Battlefield Visualization, Tactical Unmanned Aerial Vehicle Operations, Split-Based & Force Projection Operations, Military Operations Other Than War, Logistics, Space; Command, Control, Communications, and Computers; Engineering, Mine Warfare, Fire Support, Intelligence and Electronic Warfare; Nuclear; Biological, and Chemical Warfare; Land Combat Engineering Support, Special Operations, Technical Base/Post Training, Test and Evaluation. There are no known agency performance gaps.  With the successful completion of Increment 1, Service Pack 2, the user is currently decommissioning one of their legacy systems - NTFS. Increment 2 is scheduled to be fielded starting in Feb 2012; IOC will be reached with the delivery of the first OWS in Spring 2012. Increment 2 will consolidate all JET servers and another legacy system, OPS II, will be decommissioned.",28/03/2006,31/07/2015,24/07/2012,24/07/2012,221.9,-38,-2.26,0,0,57.496,57.496,15/03/2012,12:31:59,P0192-101,,,,,
007-000000314,19,7,Department of Defense,GENERAL FUND ENTERPRISE BUSINESS SYSTEM,2580,P0314-101,Project Manager General Fund Enterprise Business System (PM GFEBS),"GFEBS will become the Department of the Army''s new core financial management system for administering its General Fund to improve performance, standardize processes and ensure it can meet future needs.  GFEBS shall be capable of supporting DoD with accurate, reliable, and timely financial information, in peacetime and in war.  GFEBS is a commercial off-the-shelf Enterprise Resource Planning system certified by the Chief Financial Officer''s Council (CFOC), providing the six core financial functions (United States General Ledger (USGL), Cost Management, Funds Control, Payable Management, Receivable Management and Reports).  Reports will allow senior leaders to make informed decisions on a real time system and supports the Future Force transition path of the Army Campaign Plan.",24/06/2005,31/12/2021,30/09/2012,30/09/2012,1361.265,0,0,0.19,0.06,327.894,327.704,15/03/2012,12:31:59,P0314-101,,,,,
007-000000483,22,7,Department of Defense,EXPEDITIONARY COMBAT SUPPORT SYSTEM,2584,P0483-103,Increment 1: Pilot B,Base Equipment Management.,30/09/2009,15/10/2011,15/10/2011,15/10/2011,134.182,-321,-102.88,0,0,45.755,45.755,26/10/2011,08:56:48,P0483-103,,,,,
007-000000613,28,7,Department of Defense,Defense Medical Logistics Standard Support,2598,P0613-101,DMLSS Modules,"DMLSS Module: Development, integration and upgrades.",01/12/2011,31/05/2013,31/05/2013,31/05/2013,24.88,0,0,0,0,24.879,24.879,30/01/2012,13:41:17,P0613-101,,,,,
007-000000881,31,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM- JOINT,2602,P0881-101,GCCS-J Sustainment,"Provide critical and necessary support activities (e.g., maintaining licenses, commercial software updates, installing patches, hardware maintenance, responding to priority Information Assurance Vulnerability Alerts (IAVAs) and critical Software Problem Reports impacting operations, supporting exercises, updating documentation, and maintaining system security certification and accreditation), hardware and software techical refresh for the deployed system.",03/10/2011,30/09/2012,30/09/2012,30/09/2012,70.297,0,0,0,0,70.296,70.296,26/10/2011,08:57:01,P0881-101,,,,,
007-000000881,31,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM- JOINT,2603,P0881-102,GCCS-J Modernization,Modernization of key Joint Command and Control (JC2) capability areas leveraging new technology and revamping processes. Begin transition from use of local stand-alone enclaves to the implementation of Enterprise services.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,32.921,0,0,0,0,32.918,32.918,26/10/2011,08:57:01,P0881-102,,,,,
007-000000881,31,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM- JOINT,2604,P0881-104,JPES Sustainment,"Provide critical and necessary activites (e.g.: software and systems engineering support, modernization, integration, testing, operational support and technical services necessary to analyze, design, test, certify & accredit, deploy and maintain quality software) for the Joint Planning and Execution Services (JPES) applications.",29/03/2011,09/09/2012,09/09/2012,28/09/2012,13.734,-19,-4.36,3.168,23.07,13.733,10.565,20/07/2012,06:14:25,P0881-104,,,,,
007-000000881,31,7,Department of Defense,GLOBAL COMMAND AND CONTROL SYSTEM- JOINT,2605,P0881-106,JPES Development,Joint Planning and Execution System (JPES) serves as the material developer of APEX enterprise capabilites in accordance with the Adapative Planning Roadmap II in support of the Joint Planning and Execution Community (JPEC) enterprise capabilities to include complete lifecycle support for development and/or integration of capabilities against validated requirements and net-centric Command and Control (C2) architecture.,29/03/2011,10/09/2012,10/09/2012,28/09/2012,32.987,-18,-3.39,18.616,56.43,32.987,14.371,20/07/2012,06:14:25,P0881-106,,,,,
007-000000884,33,7,Department of Defense,GLOBAL DECISION SUPPORT SYSTEM,2608,P0884-102,Aviation Operational Risk Management (AvORM),"AvORM will provide Mobility Air Forces (MAF) aircrews, planners, schedulers, flight managers, and senior leaders predictive analysis tools to mitigate aircrew and mission risks, and reverse the growing safety incidents in worldwide flight operations.  Risks include human fatigue, flight parameters (e.g., weather, airfield conditions/restrictions), planning factors (e.g., Notices to Airmans (NOTAMS), hazardous airspace), and mission factors (e.g., hazardous cargo, tactical navigation, air refueling, aeromedical evacuation).",19/09/2010,19/09/2014,30/09/2012,30/09/2012,4.668,0,0,-0.135,-4.87,2.771,2.906,30/01/2012,13:41:18,P0884-102,,,,,
007-000001046,34,7,Department of Defense,Air and Space Operations Center - Weapon System,2623,P1046-102,AOC 10.1,Increment 10.1 development/fielding has been provided through follow-on delivery orders providing standardization and upgrades to the infrastructure thru recurring events.  This will continue on as an organic task but on a decreasing level as Increment 10.2 is developed.,15/12/2003,30/09/2012,30/09/2012,30/09/2012,754.895,0,0,-42.105,-5.58,754.895,797,26/10/2011,08:57:08,P1046-102,,,,,
007-000001046,34,7,Department of Defense,Air and Space Operations Center - Weapon System,2624,P1046-103,AOC 10.2,"Increment 10.2 Development/Fielding provides for the development/integration of net-centric infrastructure, and the integration of selected 3rd party applications onto the infrastructure to meet Inc 10.2 requirements.",12/09/2007,30/09/2017,30/09/2017,30/09/2017,485.476,0,0,0,0,485.476,485.476,26/10/2011,08:57:08,P1046-103,,,,,
007-000000882,48,7,Department of Defense,GLOBAL COMBAT SUPPORT SYSTEM-JOINT,2606,P0882-101,GCSS-J Increment 7,"The Global Combat Support System-Joint (GCSS-J) is an information technology (IT) application that continues to transition to a service oriented architecture to deliver asset visibility to the joint logistician (i.e., essential capabilities, functions, activities, and tasks necessary to sustain all elements of operating forces in theater at all levels), and facilitates information interoperability across and between Combat Support and Command and Control functions.  In conjunction with other Global Information Grid elements including GCCS-J, Defense Information Systems Network, Computing Services, and Combatant Commands/Services/Agencies information architectures, GCSS-J will provide the IT capabilities required to move and sustain joint forces throughout the spectrum of military operations.GCSS-J significantly increases access to information stored in disparate databases via a single sign on, web portal application, using a Secret Internet Protocol Router Network (SIPRNet) Public Key Infrastructure certificate.  The GCSS-J infrastructure provides secure web-access, discrete user account administration, data mediation, and enterprise management features that facilitate delivery of capabilities to meet the vision of a net-centric architecture, as well as the integration of information across combat support functional areas.  GCSS-J uses web-based technology to meet the tenets of Joint Publication 4-0, Joint Logistics; GCSS-J provides the IT capability to plan, execute, and control joint logistics operations.",10/01/2008,31/03/2014,08/11/2012,08/11/2012,227.643,0,0,0,0,39.71,39.71,30/01/2012,13:34:49,P0882-101,,,,,
007-000001911,50,7,Department of Defense,Theater Battle Management Core System,2665,P1911-104,TBMCS UL Increment 2,Development Delivery Order.,27/02/2009,01/11/2012,31/01/2012,12/07/2012,2.5,-213,-104.93,-0.15,-6,2.5,2.65,26/10/2011,09:10:32,P1911-104,,,,,
007-000001913,51,7,Department of Defense,THEATER MEDICAL INFORMATION PROGRAM-Joint,2666,P1913-101,Medical Situation Awareness Technology (MSAT)/Theater Medical Data Store (TMDS) development and integration,"TMIP-J provides information at the point of care and to the Theater tactical and strategic decision makers through efficient, reliable data capture, and data transmission to a centralized Theater database.  TMIP-J fulfills the premise of Train as you fight through the integration of components which are identical or analogous to systems from the sustaining base. Development and Integration of MSAT/TMDS into TMIP-J as part of the Increment 2 Release 2 interface.  MSAT will link together information that encompasses disease and non-battle related injuries; physical and psychological trauma; patient tracking; chemical and biological threats; environmental and occupational health; intelligence; Command and Control data; personnel; unit locations and weather.Theater Medical Data Store (TMDS) serves as the authoritative Theater database for collecting, distributing and viewing Service members'' pertinent medical information. It provides one central location for healthcare providers to view Theater medical data. TMDS updates the AHLTA Clinical Data Repository (CDR), where all Service members'' Electronic Health Records (EHR) reside. This information is also made available to the VA through an interface known as Bidirectional Health Information Exchange-Theater (BHIE-T). Using TMDS, medical staff can view airlifted critically injured patients'' history, progress notes, laboratory, drug and radiological history before arrival at their next location. TMDS supports the collection of information from first responder, battalion aid station and Theater hospitals and makes the information readable in Theater and back to OCONUS and CONUS hospitals and ultimately to the CDR and to the VA.",30/09/2010,29/09/2012,29/09/2012,29/09/2012,14.596,0,0,0,0,14.596,14.596,20/07/2012,06:14:26,P1913-101,,,,,
007-000001913,51,7,Department of Defense,THEATER MEDICAL INFORMATION PROGRAM-Joint,2667,P1913-102,TMIP Composite Health Care System Cache (TC2),"TC2 development and integration effort as part of the Increment 2 Release 2 interface. TC2 provides documentation for inpatient healthcare and ancillary services order-entry and result-reporting in the deployed environment. TC2 provides inpatient management, laboratory, radiology and pharmacy ordering capabilities and enables users to schedule outpatient clinic and radiology procedures.TC2 uses the TMIP Framework for transmission of data to the Theater Medical Data Store (TMDS).",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.546,0,0,0,0,0.546,0.546,01/06/2012,10:50:35,P1913-102,,,,,
007-000001913,51,7,Department of Defense,THEATER MEDICAL INFORMATION PROGRAM-Joint,2668,P1913-103,Theater Integration,"Continue integration associated with TMIP Increment 2 designs, migrate from Increment 2 Release 1 to Increment 2 Release 2 releases. The TMIP Framework (TF) shall include net-centric, non-net-centric, austere or disconnected commo on hardware in Theater and shall work with VA products and EMR systems. TMIP-J Increment 2 Block 2 (I2 R2) provides information management/information technology (IM/IT) for the Military's deployed medical business practice and includes systems and applications that support related aspects of Theater care that include medical supplies, equipment, healthcare documentation, patient visibility, and medical surveillance.",01/10/2010,30/09/2012,30/09/2012,30/09/2012,17.695,0,0,0,0,17.695,17.695,20/07/2012,06:14:26,P1913-103,,,,,
007-000001794,52,7,Department of Defense,STANDARD PROCUREMENT SYSTEM,2662,P1794-101,Service Release 14,Service Release14 provides technology refresh and application updates to the Standard Procurement System including support for:-  Unit price changes when exchange rate is changed in a CLIN (Phase 2)-  ACRN Renumbering when using the Attach Function -  Windows Vista/7-  Microsoft Server 2008 OS/PD2 Client Compatibility -  webMethods Ver. 8 -  Lock CLIN Numbering in Award Modification -  EDA IDX File (ACO Mods) -  DFARS 204.7104-1 -  Adapter Award Data Elements for SF 1449.,31/05/2011,29/03/2012,29/03/2012,29/03/2012,1.415,-155,-51.16,0,0,1.415,1.415,26/10/2011,09:10:29,P1794-101,,,,,
007-000002180,53,7,Department of Defense,INSTALLATION INFORMATION INFRASTRUCTURE MODERNIZATION PROGRAM,2671,P2180-101,Installation Information Infrastructure Modernization Program,"The Installation Information Infrastructure Modernization Program (I3MP) connects the Joint Warfighter through modernization and lifecycle management of the information infrastructure, to support the Global Network Enterprise Construct (GNEC).  I3MP modernizes installation infrastructure by using a standard architecture and common suite of equipment.  The program seamlessly integrates Access, Distribution, Core, Secure, and Transport Infrastructure Sub-systems to enable voice, video, and data services into a single cohesive system, and establishes, extends, and/or refreshes the connections and technologies that make up a Communications Infrastructure System (CoinS) and support an installation's Campus Area Network (iCAN).  I3MP delivers a seamless system by providing the cable plant, switches, security devices, and network management capabilities that comprise a standard digital network, allowing people and computers on an installation to connect to each other and the installation network to connect to the Department of Defense global network, known as the Global Information Grid (GIG).  The infrastructures are capable of supporting Defense Reform Initiatives, the GIG-Bandwidth Expansion, Voice over Internet Protocol (VoIP), and Unified Capabilities (UC) initiatives and are critical for both reach back and power projection of the digital division and employment of advanced technology supporting agile combat forces.",01/10/2000,30/09/2018,30/09/2012,30/09/2012,495.518,0,0,0,0,480.261,480.261,29/02/2012,09:53:44,P2180-101,,,,,
007-000002213,54,7,Department of Defense,"MANEUVER CONTROL SYSTEM, V6.4",2672,P2213-101,Collapse Development and Integration,Development and integration tied to Battle Command Collapse strategy for various Mission Command products.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,35.566,0,0,-12.598,-3404.86,0.37,12.968,04/01/2012,13:31:42,P2213-101,,,,,
