Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID,Column 24,Column 25,Column 26,Column 27,Column 28
010-000001050,667,10,Department of the Interior,USGS - CSS - TNM Reengineering Project,3107,,"FY 2011 O&M - Web Apps, Database Administration, and Security","This includes systems maintenance for ingestion, integration, production, and distribution for national digital GIS data, and topographic maps (US Topos) in support of one of the USGS core missions to provide base map data to the Nation. The mission is consistent with the OMB Circular A-16, which requires the USGS to lead the Nation in providing a common set of base geographic data and to be the Federal agency lead for elevation, hydrography, orthoimagery, and geographic names.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,4.654,0,0,0.054,1.16,4.654,4.6,27/04/2012,11:18:48,TNMP-0003,,,,,
010-000001050,667,10,Department of the Interior,USGS - CSS - TNM Reengineering Project,3109,,"FY 2011 DME - Viewer, Map Services and Data Download Enhancements","The USGS provides base map data to the Nation.  Several key enhancements to National Map web based data delivery systems will be achieved to include:  Implement two new releases  of the NGA Palenterra viewer; sunset  the legacy Nation Map Viewer, and National Hydrography Dataset (NHD) viewer and release planned cartographic enhancements to the web basemap.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,0.175,0,0,-0.029,-16.57,0.175,0.204,27/04/2012,11:18:48,TNMP-0004,,,,,
010-000000316,673,10,the Department,DOI - Financial and Business Management System (FBMS),1162,,Deployment 6 Phase 7 -- Balance of Final Preparation Thru Go-Live,The D6 Final Preparation Thru Go-Live phase begins when the PRR Quality Gate and checklist are passed and runs until the Go-Live Quality gate and checklist are passed. PRR is anticipated on 10/14/2011 and Go-Live is anticipated on 11/7/2011.,17/10/2011,07/11/2011,07/11/2011,10/11/2011,2878.879,-3,-14.29,0.094289,3.28,2.878879,2.78459,24/07/2012,09:47:09,607,,,,,
010-000000316,673,10,Department of the Interior,DOI - Financial and Business Management System (FBMS),1163,,Deployment 6 Phase 8 -- Go-Live Support thru ORR,The D6 Go-Live Support Thru ORR phase begins when the Go-Live Quality Gate and checklist are passed and runs until the Operational Readiness Review (ORR) Quality gate and checklist are passed. Go-Live is anticipated on 11/7/2011 and ORR is anticipated on 2/5/2012.,08/11/2011,05/02/2012,05/02/2012,05/02/2012,6328.517,0,0,0.024848,0.39,6.328517,6.303669,24/07/2012,09:47:09,608,,,,,
010-000000316,673,10,Department of the Interior,DOI - Financial and Business Management System (FBMS),1164,,"Deployment 7 for Bureau of Indian Affairs and National Park Service, plus blueprinting for Bureau of Reclamation","D7 Business Blueprint activities are underway as the Deployment Baseline Review (DBR) date of 4/28/2011 was met. The Quality Gate dates for D7 are as follows: PDR is 11/18/2011, CDR is 12/21/2011, TRR-I is 5/29/2012, TRR-UA is 8/20/2012, PRR is 10/12/2012, Go Live is 11/05/2012 and ORR is 1/18/2013.",28/04/2011,18/01/2013,30/09/2012,30/09/2012,41480,0,0,0,0,11.784,11.784,28/11/2011,12:14:49,700,,,,,
010-000000319,674,10,Department of the Interior,"DOI - Incident Management, Analysis, and Reporting System (IMARS)",1165,,Stage 3 Core Records Management System Implementation,"Core implementation of IMARS to include Baseline Installation, Testing, Configuration, Evaluation, and Operational Readiness of IMARS primary Law Enforcement components.",03/03/2010,19/03/2013,30/08/2011,30/08/2011,2.045,0,0,0.045,10.34,0.435,0.39,24/07/2012,09:47:09,2,,,,,
010-000000368,676,10,Department of the Interior,DOI - National Fire Plan Operations and Reporting System (NFPORS),1177,,NFPORS 3.0,NFPORS 3.0 development.  Hardware and Software is included.  Significant changes will be made to the database design and user interface. Updated software environment for technical currency (ColdFusion 9 and SQLServer 2008) bringing the system into full IT security compliance.  Servers will be built to STIG standards.,01/10/2010,15/11/2011,30/09/2011,15/10/2011,0.436141,-15,-8.24,0.010539,12.97,0.081232,0.070693,27/02/2012,10:14:03,1,,,,,
010-999990382,683,10,Department of the Interior,E-DOI - Geospatial Line of Business (GeoLoB),2983,,A-16 Supplemental Guidance Phase I Implementation,Develop pilots to implement phase 1 of A-16 supplemental guidance.,03/10/2011,28/09/2012,28/09/2012,28/09/2012,0.465,0,0,0.153992,33.12,0.465,0.311008,14/08/2012,11:35:13,GLoB-0003,,,,,
010-999990382,683,10,Department of the Interior,E-DOI - Geospatial Line of Business (GeoLoB),2984,,Support GeoPlatform Implementation,Collaborate with federal officials on development of full business case and ensure readiness for publishing services and applications to GeoPlatform.,03/10/2011,28/09/2012,28/09/2012,28/09/2012,0.465,0,0,0.153456,33,0.465,0.311544,14/08/2012,11:35:13,GLoB-0004,,,,,
010-999990382,683,10,Department of the Interior,E-DOI - Geospatial Line of Business (GeoLoB),2985,,Implement Outreach and Communications Strategy,Implement communication strategy for GeoPlatform and A-16 supplement guidance.,03/10/2011,28/09/2012,19/09/2012,19/09/2012,0.465,0,0,0.154607,49.87,0.31,0.155393,14/08/2012,11:35:13,GLoB-0005,,,,,
010-000000355,862,10,Department of the Interior,DOI - Infrastructure - Security Management,1172,,Risk Management,This project focuses on a standardized way to manage and implement Certification & Accrediation and Continuous Monitoring Programs across DOI.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,12.547182,0,0,0,0,12.547182,12.547182,31/10/2011,11:53:10,1,,,,,
010-000000330,864,10,Department of the Interior,DOI - Infrastructure - End User Support,1167,,Unified Messaging,"A single messaging system for the Department of the Interior including email, instand messaging, desktop video conferencing, and messaging archiving.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,21.944,0,0,0,0,21.94369,21.94369,31/10/2011,11:53:10,1,,,,,
010-000000330,864,10,Department of the Interior,DOI - Infrastructure - End User Support,1168,,Workplace Computing Services,"Desktop/laptop provisioning and support, mobile devices (Blackberry, iPad, iPhone, etc.), enterprise licensing for desktop software, asset management.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,80.331096,0,0,0,0,80.331096,80.331096,24/10/2011,06:13:53,2,,,,,
010-000000330,864,10,the Department,DOI - Infrastructure - End User Support,1169,,Enterprise Service Desk,"Toll-free number, webchat, and website for end user service requests, call center customer support (including remote desktop support), routing of trouble tickets to deskside/technical support and/or to mission application support as applicable.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,16.54842,0,0,0,0,16.54842,16.54842,24/10/2011,06:13:53,3,,,,,
010-000000338,865,10,Department of the Interior,DOI - Infrastructure - IT Infrastructure Management Enabling Capabilities,,,Account Management,"Ensure that employees from multiple bureaus can work in the same location, rationalizing and imporving AD managemnet.  Management of user identites management and user identies accouring to ICAM principles.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,7.112,0,0,0,0,7.112,7.112,31/10/2011,11:53:10,1,,,,,
010-000000357,866,10,Department of the Interior,DOI - Infrastructure - Telecommunications,1174,,Telecommunications Management,"This project focuses on flattening the Network, Networks, network security, wireless local netwoek, secure remote access (VPN), classified communications, Voice over IP, audio conferencing, video conferencing (room to room) and satellite phone services.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,52.597902,0,0,0,0,52.597902,52.597902,31/10/2011,11:53:10,2,,,,,
010-000000342,868,10,Department of the Interior,DOI - Infrastructure - Mainframe / Server Support,1171,,Hosting Services & Data Center Consolidation Phase 2,"This project includes hosting services such as  the management and costs for data centers, external hosting (cloud) data base administration, disaster recovery.  Additionally, Phase 2 of the DOI Data Center Consolidation Project is also included in this project for FY12.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,70.06221,0,0,0,0,70.06221,70.06221,31/10/2011,11:53:10,1,,,,,
011-000001126,426,11,Department of Justice,JMD Unified Financial Management System (UFMS),594,,JMD Unified Financial Management System (UFMS),The Department of Justice (DOJ) has initiated an effort to implement a unified financial management system (UFMS) that will improve the existing and future financial management and procurement operations across DOJ.,01/10/2002,30/09/2021,18/09/2013,18/09/2013,851.145712,0,0,0.389534,0.92,42.348096,41.958562,25/06/2012,08:22:24,001126-A,,,,,
011-000001126,426,11,Department of Justice,JMD Unified Financial Management System (UFMS),2929,,Federal Bureau of Investigation (FBI) Phase 2 (CJIS),"The implementation of UFMS-S at the FBI will consist of business transformation, testing, and implementation.",18/10/2010,30/03/2015,30/03/2015,30/03/2015,48.421,0,0,0.040407,0.08,48.420743,48.380336,27/02/2012,11:47:05,001126-C,,,,,
011-000001126,426,11,Department of Justice,JMD Unified Financial Management System (UFMS),2930,,United States Marshals Service (USMS) Phase 2,The implementation of UFMS at the U.S. Marshals Service will follow a two-phase approach consisting of Planning and Requirements followed by Configuration and Implementation..,01/03/2010,14/12/2012,14/12/2012,14/12/2012,17.661015,0,0,0,0,17.633992,17.633992,27/02/2012,11:47:05,001126-D,,,,,
011-000001126,426,11,Department of Justice,JMD Unified Financial Management System (UFMS),2931,,Bureau of Prisons (BOP),The upgrade of BOP and USMS comprises the work to move from the UFMS 1.1 Shared Acquisitions to the UFMS 2 shared environment utilizing similar acquisition functionality.,01/01/2012,02/01/2013,02/01/2013,02/01/2013,0.747266,0,0,0,0,0.747266,0.747266,27/02/2012,11:47:05,001126-E,,,,,
011-000001126,426,11,Department of Justice,JMD Unified Financial Management System (UFMS),2932,,Asset Forfeiture Program (AFP) Phase 2,The implementation of UFMS at the AFP will follow a two-part approach consisting of Planning and Requirements followed by Configuration and Implementation.,01/11/2010,30/11/2012,05/09/2012,05/09/2012,5.902,0,0,0.016591,0.28,5.901918,5.885327,27/02/2012,11:47:05,00126-B,,,,,
011-000003372,429,11,Department of Justice,FBI Data Integration and Visualization System (DIVS),559,,DIVS Increment 2,"Enhance the DIVS data aggregation and analysis capability by growing the data holdings to 50 or more data sets and adding advanced functionality to include improved search capabilities, language translations, geo-spatial analysis, and visualization.",04/01/2011,30/09/2011,30/09/2011,30/09/2011,26.428,0,0,1.819,6.88,26.428,24.609,20/12/2011,11:41:15,B,,,,,
011-000002503,430,11,Department of Justice,FBI Digital Collection,562,,Integration and Engineering Services (IES),Integration and information sharing platform for Title 50 systems.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,6.12,0,0,0,0,6.12,6.12,28/02/2012,11:43:26,B,,,,,
011-000003373,432,11,Department of Justice,FBI Guardian,563,,Guardian 2.5,"Enhancements  to the Guardian application to ensure compliance with policy guidelines, maintain inter-operability with external systems, and provide user-requested features.",01/07/2011,31/05/2012,31/05/2012,31/05/2012,1.884,0,0,0.017,0.9,1.884,1.867,25/06/2012,08:50:56,A,,,,,
011-000003373,432,11,Department of Justice,FBI Guardian,566,,eGuardian 1.3.7,"Enhancements to the eGuardian application to ensure compliance with policy guidelines, maintain inter-operability with external systems, and provide user-requested features.",01/04/2011,29/02/2012,29/02/2012,29/02/2012,1.884,0,0,0.0152,0.81,1.884,1.8688,23/03/2012,06:17:13,D,,,,,
011-000003373,432,11,Department of Justice,FBI Guardian,567,,eGuardian 1.3.8,"Enhancements to the eGuardian application to ensure compliance with policy guidelines, maintain inter-operability with external systems, and provide user-requested features.",03/10/2011,31/08/2012,31/08/2012,31/08/2012,1.884,0,0,0.06,3.18,1.884,1.824,25/06/2012,08:50:56,E,,,,,
011-000003024,434,11,Department of Justice,FBI Law Enforcement National Data Exchange Program (NDEx),569,,N-DEx Phase II Enhancements,"Search, Geo and Link Vizualization Enhancements, and Increased Ingest Capability.",23/03/2011,27/04/2012,23/03/2012,08/06/2012,15.675,-77,-21.04,1.458,9.79,14.9,13.442,20/07/2012,12:28:35,18,,,,,
011-000002616,437,11,Department of Justice,FBI National Instant Criminal Background Check System (NICS),573,,NNICS Development Project,New NICS Development - RFP Preparation & Source Selection Activities.,01/05/2011,24/08/2012,24/08/2012,24/08/2012,2.898189,-7,-1.46,0.010723,0.37,2.898189,2.887466,25/06/2012,08:22:13,002616-A,,,,,
011-000003211,441,11,Department of Justice,FBI SENTINEL,2556,,Sentinel,Agile Development - An Automated Case Management System.,01/10/2010,16/05/2012,16/05/2012,25/05/2012,32.6383,-107,-18.04,1.089285,3.34,32.638258,31.548973,25/06/2012,08:22:19,020100-A,,,,,
011-000003177,442,11,Department of Justice,FBI Terrorist Screening System (TSS),646,,TSDB 2.10,National Counterterrorism Center (NCTC) Confirmation Queue Routing; Special Category Tagging; Data Validation and new exports.,03/06/2011,03/12/2011,03/12/2011,02/12/2011,4.128,1,0.58,0,0,4.127,4.127,20/04/2012,12:59:24,003177-A,,,,,
011-000003177,442,11,Department of Justice,FBI Terrorist Screening System (TSS),647,,EMA 2.8,EMA Export enhancements; ID Document Data Entry Rules and New Vehicle Fields; add vessel to Hit Location Type; Additional Reference Data; Add Hit Reasons to CJIS/NICS Encounter Type;Analysis Tool Batch Matching.,03/06/2011,15/02/2012,15/02/2012,01/02/2012,2.811,14,5.71,0,0,2.811,2.811,20/04/2012,12:59:24,003177-B,,,,,
011-000002909,443,11,Department of Justice,FBI Top Secret/Sensitive Compartmented Information Operational Network (SCION),577,,Site 2 Delivery,Buildout of SCION technology refresh system (hardware and software) in primary (permanent) Data Center.,01/07/2011,23/06/2012,23/06/2012,23/06/2012,6.85,-69,-19.27,0,0,6.85,6.85,25/06/2012,08:50:56,C,,,,,
011-000002501,858,11,Department of Justice,FBI Combined DNA Index System (CODIS),553,,CODIS Software FY11 Service Pack,Captures the first NGCODIS 7.0 Maintenance package.,01/07/2011,27/09/2011,27/09/2011,27/09/2011,1.61,0,0,0.244494,15.19,1.61,1.365506,20/07/2012,12:28:34,002501A,,,,,
011-000002501,858,11,Department of Justice,FBI Combined DNA Index System (CODIS),554,,CODIS Software FY12 Service Packs,Captures phased maintenance service packs through FY12.,28/09/2011,27/09/2012,27/09/2012,27/09/2012,6.04,0,0,0.428752,7.1,6.04,5.611248,20/07/2012,12:28:34,002501B,,,,,
011-000002501,858,11,Department of Justice,FBI Combined DNA Index System (CODIS),555,,NGCODIS Multi-Lingual Prototype - in support of soutwest borders,Effort to prototype CODIS software localization via a Multi-Lingual Interface.,01/08/2011,31/07/2012,31/07/2012,31/07/2012,4,-31,-8.49,0,0,4,4,20/07/2012,12:28:34,002501C,,,,,
011-000002916,859,11,Department of Justice,FBI Data Centers,557,,Data Center Relocation,Relocation of systems/applications to Site 73.,10/05/2010,30/09/2012,01/03/2012,01/03/2012,4.845,0,0,0,0,4.845,4.845,23/03/2012,05:58:41,A,,,,,
011-000002502,1052,11,Department of Justice,FBI National Crime Information Center (NCIC),572,,NCIC CIB Study.,CJIS Information Broker Study.,15/11/2011,30/09/2012,30/09/2012,27/10/2012,0.99825,-27,-8.44,0,0,0.99825,0.99825,20/07/2012,12:28:35,B,,,,,
011-000002705,1062,11,Department of Justice,BOP SENTRY,552,,Web Sentry Migration,Complete migration of Sentry from an Intercom/IDMS based infrastructure to a web-based IBM Websphere/CICS/Java/DB2 infrastructure.,01/06/2011,30/06/2012,30/06/2012,29/04/2012,0.5576,62,15.7,1.0E-5,0,0.55756,0.55755,20/07/2012,12:28:33,002705-A,,,,,
012-000003535,101,12,Department of Labor,BLS - Industrial Prices Systems (IPS),1380,,"IPS System Development: PPI Web Repricing, IPS Initiation and IPP Repricing",Develop software to deploy the PPI Web Repricing module and complete the Architectural Elaboration milestone for the IPS Initiation and IPP Repricing subsystems.,01/07/2011,30/09/2011,30/09/2011,30/09/2011,0.674,0,0,-0.012959,-1.92,0.674,0.686959,15/11/2011,12:12:59,353501,,,,,
